lotplan,date,harvested_tonnes,min_N,max_N,leaf_water_content,sugar_made,dollar_made
18RP736246,2017-05-01,2674.049,135,150,0.43718445,405.158939393939,58829.078
18RP736246,2017-05-11,0,94.98748659,109.9874866,0.754291433,0,0
18RP736246,2017-05-21,0,117.2818792,132.2818792,0.751650609,0,0
18RP736246,2017-05-31,47.873,94.94967649,109.9496765,0.700054554,7.25348484848485,1053.206
18RP736246,2017-06-20,626.257,100.621205,115.621205,0.771304194,94.8874242424242,13777.654
18RP736246,2017-07-10,500.224,119.5027624,134.5027624,0.632096527,75.7915151515152,11004.928
18RP736246,2017-07-20,0,104.9431203,119.9431203,0.746399451,0,0
18RP736246,2017-07-30,202.239,127.3032337,142.3032337,0.706235572,30.6422727272727,4449.258
18RP736246,2017-08-09,273.56,119.8896247,134.8896247,0.665253723,41.4484848484849,6018.32
18RP736246,2017-08-19,174.883,127.1822034,142.1822034,0.712395829,26.4974242424242,3847.426
18RP736246,2017-09-08,645.797,135,150,0.653815499,97.8480303030303,14207.534
18RP736246,2017-09-18,0,135,150,0.74160741,0,0
18RP736246,2017-09-28,2194.342,135,150,0.645283399,332.476060606061,48275.524
18RP736246,2017-10-08,37.126,,,,5.62515151515152,816.772
18RP736246,2017-10-28,0,122.5,137.5,0.564072857,0,0
18RP736246,2017-11-07,0,129.4148936,144.4148936,0.62100735,0,0
18RP736246,2017-11-17,0,135,150,0.757109968,0,0
18RP736246,2017-11-27,2015.551,134.9832776,149.9832776,0.53520394,305.386515151515,44342.122
18RP736246,2017-12-07,0,110.0895255,125.0895255,0.606662245,0,0
18RP736246,2017-12-17,0,106.3503376,121.3503376,0.593208917,0,0
18RP736246,2017-12-27,93.792,109.5957963,124.5957963,0.654808699,14.2109090909091,2063.424
18RP736246,2018-01-06,0,134.97307,149.97307,0.697104085,0,0
18RP736246,2018-01-26,0,135,150,0.621196927,0,0
18RP736246,2018-02-15,760.106,130.0641613,145.0641613,0.716138218,115.167575757576,16722.332
18RP736246,2018-03-17,0,89.06347555,104.0634755,0.711390205,0,0
18RP736246,2018-04-16,1141.136,111.5597668,126.5597668,0.695295345,172.899393939394,25104.992
18RP736246,2018-04-26,0,88.45804196,103.458042,0.757753046,0,0
18RP736246,2018-05-06,2295.95,134.9411765,149.9411765,0.686994248,347.871212121212,50510.9
18RP736246,2018-05-26,0,109.1146425,124.1146425,0.666867705,0,0
18RP736246,2018-06-05,114.309,105.219715,120.219715,0.663119223,17.3195454545455,2514.798
18RP736246,2018-06-15,176.837,112.9957356,127.9957356,0.664686734,26.7934848484849,3890.414
18RP736246,2018-06-25,396.662,123.1872099,138.1872099,0.658866701,60.100303030303,8726.564
18RP736246,2018-07-05,646.774,127.7995301,142.7995301,0.627130419,97.9960606060606,14229.028
18RP736246,2018-07-15,284.307,118.9807302,133.9807302,0.663989723,43.0768181818182,6254.754
18RP736246,2018-07-25,149.481,125.5102041,140.5102041,0.691425446,22.6486363636364,3288.582
18RP736246,2018-08-04,24.425,131.1014851,146.1014851,0.6577314,3.70075757575758,537.35
18RP736246,2018-08-14,196.377,132.4546952,147.4546952,0.712132301,29.7540909090909,4320.294
18RP736246,2018-08-24,0,134.5065789,149.5065789,0.700294277,0,0
18RP736246,2018-09-03,559.821,135,150,0.682567519,84.8213636363636,12316.062
18RP736246,2018-09-13,3.908,135,150,0.708093862,0.592121212121212,85.976
18RP736246,2018-10-03,29.31,135,150,0.674199196,4.44090909090909,644.82
18RP736246,2018-10-23,0.977,,,,0.148030303030303,21.494
18RP736246,2018-11-02,0,120,135,0.625711327,0,0
18RP736246,2018-11-12,0,135,150,0.667218324,0,0
18RP736246,2018-11-22,0,133.2857143,148.2857143,0.545932094,0,0
18RP736246,2018-12-02,0,135,150,0.676444536,0,0
18RP736246,2019-01-01,0,134.6166529,149.6166529,0.65843482,0,0
18RP736246,2019-01-21,0,98.4944593,113.4944593,0.677266737,0,0
18RP736246,2019-02-20,0,95.6613455,110.6613455,0.769619155,0,0
18RP736246,2019-03-02,0,98.00523952,113.0052395,0.722121064,0,0
18RP736246,2019-03-12,0,94.0234657,109.0234657,0.753484904,0,0
18RP736246,2019-04-11,148.504,124.1825821,139.1825821,0.718597321,22.5006060606061,3267.088
18RP736246,2019-04-21,0,103.8666667,118.8666667,0.686863195,0,0
18RP736246,2019-05-01,1396.133,134.6577498,149.6577498,0.710541791,211.535303030303,30714.926
18RP736246,2019-05-11,0,95.40372671,110.4037267,0.712002983,0,0
18RP736246,2019-05-21,986.77,135,150,0.553015196,149.510606060606,21708.94
18RP736246,2019-06-10,0,133.8409704,148.8409704,0.652414965,0,0
18RP736246,2019-06-20,0,96.44675435,111.4467543,0.737481528,0,0
18RP736246,2019-06-30,12.701,102.7154437,117.7154437,0.711448224,1.92439393939394,279.422
18RP736246,2019-07-20,644.82,110.0861045,125.0861045,0.667942877,97.7,14186.04
18RP736246,2019-07-30,212.009,114.0388548,129.0388548,,32.1225757575758,4664.198
18RP736246,2019-08-09,111.378,114.2793792,129.2793792,0.685169249,16.8754545454545,2450.316
19RP736246,2016-12-22,0,105.4262877,120.4262877,0.741395359,0,0
19RP736246,2017-01-01,0,103.8506646,118.8506646,0.643898599,0,0
19RP736246,2017-01-11,0,116.6871531,131.6871531,0.63120245,0,0
19RP736246,2017-02-10,0,99.75746269,114.7574627,0.61525923,0,0
19RP736246,2017-02-20,0,101.5320075,116.5320075,0.663257385,0,0
19RP736246,2017-03-02,78.16,109.7323136,124.7323136,0.637686401,11.8424242424242,1719.52
19RP736246,2017-03-12,468.96,116.0948081,131.0948081,0.635929114,71.0545454545455,10317.12
19RP736246,2017-04-01,0,108.1288344,123.1288344,0.731108279,0,0
19RP736246,2017-04-11,25.402,109.5779221,124.5779221,0.67927202,3.84878787878788,558.844
19RP736246,2017-05-01,2400.489,135,150,0.430777542,363.710454545455,52810.758
19RP736246,2017-05-11,0,98.69323448,113.6932345,0.712384899,0,0
19RP736246,2017-05-21,0,104.3432007,119.3432007,0.647717776,0,0
19RP736246,2017-05-31,22.471,109.1413043,124.1413043,0.660519327,3.40469696969697,494.362
19RP736246,2017-06-20,506.086,110.9566987,125.9566987,0.728727314,76.679696969697,11133.892
19RP736246,2017-07-10,48.85,123.1957014,138.1957014,0.682473512,7.40151515151515,1074.7
19RP736246,2017-07-20,391.777,110.3976011,125.3976011,0.732579861,59.3601515151515,8619.094
19RP736246,2017-07-30,332.18,126.6248038,141.6248038,0.671202481,50.330303030303,7307.96
19RP736246,2017-08-09,690.739,113.4966777,128.4966777,0.689677429,104.657424242424,15196.258
19RP736246,2017-08-19,176.837,118.6363636,133.6363636,0.752793309,26.7934848484849,3890.414
19RP736246,2017-09-08,582.292,129.1334895,144.1334895,0.740830135,88.2260606060606,12810.424
19RP736246,2017-09-18,51.781,135,150,0.708496887,7.84560606060606,1139.182
19RP736246,2017-09-28,108.447,133.5741445,148.5741445,0.712909741,16.4313636363636,2385.834
19RP736246,2017-10-08,176.837,128.7804878,143.7804878,0.633581023,26.7934848484849,3890.414
19RP736246,2017-10-28,41.034,109.125,124.125,0.627226903,6.21727272727273,902.748
19RP736246,2017-11-07,0,105.9813084,120.9813084,0.695312968,0,0
19RP736246,2017-11-17,0,135,150,0.678384426,0,0
19RP736246,2017-11-27,0,135,150,0.537958167,0,0
19RP736246,2017-12-07,225.687,107.839445,122.839445,0.594138744,34.195,4965.114
19RP736246,2017-12-17,0,104.0217391,119.0217391,0.569341169,0,0
19RP736246,2017-12-27,143.619,112.7464195,127.7464195,0.629774255,21.7604545454545,3159.618
19RP736246,2018-01-06,953.552,135,150,0.600223093,144.477575757576,20978.144
19RP736246,2018-01-26,0,135,150,0.547371575,0,0
19RP736246,2018-02-15,1141.136,127.6132075,142.6132075,0.710543613,172.899393939394,25104.992
19RP736246,2018-03-17,0,92.28230116,107.2823012,0.685754443,0,0
19RP736246,2018-04-16,0,114.4390244,129.4390244,0.750687969,0,0
19RP736246,2018-04-26,122.125,91.4548336,106.4548336,0.725386189,18.5037878787879,2686.75
19RP736246,2018-05-06,1316.019,133.9463496,148.9463496,0.688990662,199.396818181818,28952.418
19RP736246,2018-05-26,0,114.2594029,129.2594029,0.663339064,0,0
19RP736246,2018-06-05,0,108.5054655,123.5054655,0.651869025,0,0
19RP736246,2018-06-15,983.839,118.9884569,133.9884569,0.653830853,149.066515151515,21644.458
19RP736246,2018-06-25,0,123.21875,138.21875,0.670804208,0,0
19RP736246,2018-07-05,562.752,128.4375,143.4375,0.624475376,85.2654545454545,12380.544
19RP736246,2018-07-15,0,122.1385135,137.1385135,0.656300683,0,0
19RP736246,2018-07-25,720.049,121.090175,136.090175,0.707535223,109.098333333333,15841.078
19RP736246,2018-08-04,147.527,126.7398649,141.7398649,0.674727071,22.3525757575758,3245.594
19RP736246,2018-08-14,257.928,130.5182927,145.5182927,0.739417895,39.08,5674.416
19RP736246,2018-08-24,93.792,134.0301724,149.0301724,0.697798362,14.2109090909091,2063.424
19RP736246,2018-09-03,168.044,129.25,144.25,0.712031387,25.4612121212121,3696.968
19RP736246,2018-09-13,18.563,134.6341463,149.6341463,0.666734521,2.81257575757576,408.386
19RP736246,2018-10-03,14.655,124.6153846,139.6153846,0.721467257,2.22045454545455,322.41
19RP736246,2018-10-23,0,113.8888889,128.8888889,0.708432004,0,0
19RP736246,2018-11-02,0,110.5555556,125.5555556,0.704537349,0,0
19RP736246,2018-11-12,0,131.7857143,146.7857143,0.729401705,0,0
19RP736246,2018-11-22,0,132.7272727,147.7272727,0.634617632,0,0
19RP736246,2018-12-02,0,135,150,0.64621965,0,0
19RP736246,2019-01-01,0,135,150,0.654019599,0,0
19RP736246,2019-01-21,1314.065,116.633602,131.633602,0.597913317,199.100757575758,28909.43
19RP736246,2019-02-20,42.011,101.7133758,116.7133758,0.70694663,6.36530303030303,924.242
19RP736246,2019-03-02,0,111.281407,126.281407,0.611586087,0,0
19RP736246,2019-03-12,0,102.4245578,117.4245578,0.663699634,0,0
19RP736246,2019-04-11,1009.241,122.3837838,137.3837838,0.651509574,152.915303030303,22203.302
19RP736246,2019-04-21,0,111.3837549,126.3837549,0.647052869,0,0
19RP736246,2019-05-01,1735.152,135,150,0.667328799,262.901818181818,38173.344
19RP736246,2019-05-11,0,104.5607297,119.5607297,0.661327021,0,0
19RP736246,2019-05-21,0,135,150,0.589743774,0,0
19RP736246,2019-06-10,2673.072,135,150,0.54401785,405.010909090909,58807.584
19RP736246,2019-06-20,0,116.0960265,131.0960265,0.659716624,0,0
19RP736246,2019-06-30,332.18,121.6282051,136.6282051,0.631522859,50.330303030303,7307.96
19RP736246,2019-07-20,213.963,121.6876972,136.6876972,0.606114736,32.4186363636364,4707.186
19RP736246,2019-07-30,68.39,123.3030647,138.3030647,,10.3621212121212,1504.58
19RP736246,2019-08-09,548.097,107.625,122.625,0.726904286,83.045,12058.134
1C124121,2016-12-22,0,125.2056075,140.2056075,0.667685261,0,0
1C124121,2017-01-01,0,109.1606368,124.1606368,0.661039913,0,0
1C124121,2017-01-11,759.129,131.6550926,146.6550926,0.572447936,115.019545454545,16700.838
1C124121,2017-02-10,0,109.9269588,124.9269588,0.600786178,0,0
1C124121,2017-02-20,0,95.99772382,110.9977238,0.665410523,0,0
1C124121,2017-03-02,0,109.526335,124.526335,0.625513589,0,0
1C124121,2017-03-12,27.356,106.286031,121.286031,0.715355223,4.14484848484849,601.832
1C124121,2017-04-01,0,103.9673913,118.9673913,0.748490999,0,0
1C124121,2017-04-11,97.7,106.4661654,121.4661654,0.691894895,14.8030303030303,2149.4
1C124121,2017-05-01,1728.313,135,150,0.418797789,261.865606060606,38022.886
1C124121,2017-05-11,0,95.88026856,110.8802686,0.72280843,0,0
1C124121,2017-05-21,892.978,110.3395586,125.3395586,0.667501271,135.299696969697,19645.516
1C124121,2017-05-31,0,111.9215686,126.9215686,0.64070997,0,0
1C124121,2017-06-20,0,103.6334474,118.6334474,0.742597579,0,0
1C124121,2017-07-10,275.514,131.8409533,146.8409533,0.678153091,41.7445454545455,6061.308
1C124121,2017-07-20,0,104.441636,119.441636,0.736785767,0,0
1C124121,2017-07-30,455.282,126.2368421,141.2368421,0.658557252,68.9821212121212,10016.204
1C124121,2017-08-09,0,123.7766248,138.7766248,0.642463593,0,0
1C124121,2017-08-19,354.651,130.647139,145.647139,0.679064709,53.735,7802.322
1C124121,2017-09-08,345.858,134.7037702,149.7037702,0.667420279,52.4027272727273,7608.876
1C124121,2017-09-18,510.971,134.9746193,149.9746193,0.56455741,77.4198484848485,11241.362
1C124121,2017-09-28,549.074,135,150,0.637734815,83.1930303030303,12079.628
1C124121,2017-10-08,8.793,122.25,137.25,0.60833642,1.33227272727273,193.446
1C124121,2017-10-28,0,115.25,130.25,0.611783848,0,0
1C124121,2017-11-07,0,124.5967742,139.5967742,0.616197401,0,0
1C124121,2017-11-17,71.321,135,150,0.580646139,10.8062121212121,1569.062
1C124121,2017-11-27,0,135,150,0.626701812,0,0
1C124121,2017-12-07,1246.652,114.8782772,129.8782772,0.590489527,188.886666666667,27426.344
1C124121,2017-12-17,0,109.3406593,124.3406593,0.573735877,0,0
1C124121,2017-12-27,58.62,118.6121673,133.6121673,0.624169282,8.88181818181818,1289.64
1C124121,2018-01-06,142.642,126.8715084,141.8715084,0.597468939,21.6124242424242,3138.124
1C124121,2018-01-26,0,135,150,0.371496712,0,0
1C124121,2018-02-15,1918.828,132.6756497,147.6756497,0.642888188,290.731515151515,42214.216
1C124121,2018-03-17,0,116.0828691,131.0828691,0.607434915,0,0
1C124121,2018-04-16,0,134.9912127,149.9912127,0.602745154,0,0
1C124121,2018-04-26,0,93.18613139,108.1861314,0.711732823,0,0
1C124121,2018-05-06,0,101.5995647,116.5995647,0.69144841,0,0
1C124121,2018-05-26,461.144,117.0656455,132.0656455,0.647357277,69.870303030303,10145.168
1C124121,2018-06-05,0,102.5759822,117.5759822,0.661122178,0,0
1C124121,2018-06-15,150.458,114.9233491,129.9233491,0.677756223,22.7966666666667,3310.076
1C124121,2018-06-25,202.239,125.1412067,140.1412067,0.662162921,30.6422727272727,4449.258
1C124121,2018-07-05,1176.308,131.5578111,146.5578111,0.623984568,178.228484848485,25878.776
1C124121,2018-07-15,0,125.7939914,140.7939914,0.63078893,0,0
1C124121,2018-07-25,173.906,132.6601423,147.6601423,0.651474203,26.3493939393939,3825.932
1C124121,2018-08-04,60.574,134.6213054,149.6213054,0.645411577,9.17787878787879,1332.628
1C124121,2018-08-14,740.566,134.7228637,149.7228637,0.651449675,112.20696969697,16292.452
1C124121,2018-08-24,724.934,133.9112903,148.9112903,0.64224515,109.838484848485,15948.548
1C124121,2018-09-03,110.401,126.8181818,141.8181818,0.710876823,16.7274242424242,2428.822
1C124121,2018-09-13,7.816,135,150,0.649691459,1.18424242424242,171.952
1C124121,2018-10-03,0,135,150,0.70210931,0,0
1C124121,2018-10-23,16.609,120,135,0.662924545,2.51651515151515,365.398
1C124121,2018-11-02,0,126.6666667,141.6666667,0.5956475,0,0
1C124121,2018-11-12,2.931,125,140,0.682500065,0.444090909090909,64.482
1C124121,2018-11-22,5.862,,,,0.888181818181818,128.964
1C124121,2018-12-02,0,135,150,0.609132094,0,0
1C124121,2019-01-01,0,131.6724739,146.6724739,0.589565976,0,0
1C124121,2019-01-21,0,102.7144866,117.7144866,0.623990706,0,0
1C124121,2019-02-20,0,100.701675,115.701675,0.719549204,0,0
1C124121,2019-03-02,0,99.72154964,114.7215496,0.6954898,0,0
1C124121,2019-03-12,56.666,94.50619835,109.5061983,0.748632036,8.58575757575758,1246.652
1C124121,2019-04-11,278.445,125.8032787,140.8032787,0.705831573,42.1886363636364,6125.79
1C124121,2019-04-21,0,113.7415426,128.7415426,0.676289991,0,0
1C124121,2019-05-01,1571.993,134.9013158,149.9013158,0.65191281,238.180757575758,34583.846
1C124121,2019-05-11,0,97.10491071,112.1049107,0.683000622,0,0
1C124121,2019-05-21,2069.286,135,150,0.507769312,313.528181818182,45524.292
1C124121,2019-06-10,0,135,150,0.539463769,0,0
1C124121,2019-06-20,0,96.94896612,111.9489661,0.738087263,0,0
1C124121,2019-06-30,11.724,102.3662096,117.3662096,0.711847926,1.77636363636364,257.928
1C124121,2019-07-20,41.034,106.0815683,121.0815683,0.677332239,6.21727272727273,902.748
1C124121,2019-07-30,116.263,112.8071429,127.8071429,,17.6156060606061,2557.786
1C124121,2019-08-09,588.154,108.8451268,123.8451268,0.691648334,89.1142424242424,12939.388
1RL5339,2016-12-22,0,,,,0,0
1RL5339,2017-01-01,0,127.5,142.5,0.523514739,0,0
1RL5339,2017-01-11,13.678,125,140,0.4630131,2.07242424242424,300.916
1RL5339,2017-02-10,0,113.3333333,128.3333333,0.482615795,0,0
1RL5339,2017-02-20,1.954,104.4,119.4,0.541025351,0.296060606060606,42.988
1RL5339,2017-03-02,0.977,135,150,0.563079638,0.148030303030303,21.494
1RL5339,2017-03-12,0,118.3333333,133.3333333,0.596046097,0,0
1RL5339,2017-04-01,0,105,120,0.750247257,0,0
1RL5339,2017-04-11,0,97.77777778,112.7777778,0.714221005,0,0
1RL5339,2017-05-01,26.379,,,,3.99681818181818,580.338
1RL5339,2017-05-11,0,90,105,0.738983509,0,0
1RL5339,2017-05-21,0,111.1111111,126.1111111,0.642737416,0,0
1RL5339,2017-05-31,0,101.1111111,116.1111111,0.66237879,0,0
1RL5339,2017-06-20,0.977,111.9230769,126.9230769,0.707457471,0.148030303030303,21.494
1RL5339,2017-07-10,10.747,126,141,0.606560548,1.62833333333333,236.434
1RL5339,2017-07-20,0,108.4615385,123.4615385,0.727359365,0,0
1RL5339,2017-07-30,0,128.3333333,143.3333333,0.622258367,0,0
1RL5339,2017-08-09,17.586,123.3333333,138.3333333,0.612368448,2.66454545454545,386.892
1RL5339,2017-08-19,0,130,145,0.67687939,0,0
1RL5339,2017-09-08,14.655,,,,2.22045454545455,322.41
1RL5339,2017-09-18,0,135,150,0.697969146,0,0
1RL5339,2017-09-28,4.885,,,,0.740151515151515,107.47
1RL5339,2017-10-08,0,,,,0,0
1RL5339,2017-10-28,0,,,,0,0
1RL5339,2017-11-07,0,,,,0,0
1RL5339,2017-11-17,0,135,150,0.721560484,0,0
1RL5339,2017-11-27,4.885,135,150,0.554463464,0.740151515151515,107.47
1RL5339,2017-12-07,3.908,110.8333333,125.8333333,0.55203303,0.592121212121212,85.976
1RL5339,2017-12-17,17.586,,,,2.66454545454545,386.892
1RL5339,2017-12-27,0,,,,0,0
1RL5339,2018-01-06,0,128.0769231,143.0769231,0.536550532,0,0
1RL5339,2018-01-26,0,135,150,0.739850377,0,0
1RL5339,2018-02-15,0,128.8888889,143.8888889,0.668531384,0,0
1RL5339,2018-03-17,0,135,150,0.801157048,0,0
1RL5339,2018-04-16,11.724,135,150,0.586476784,1.77636363636364,257.928
1RL5339,2018-04-26,0,90,105,0.77476028,0,0
1RL5339,2018-05-06,5.862,135,150,0.624245589,0.888181818181818,128.964
1RL5339,2018-05-26,0,120,135,0.622196453,0,0
1RL5339,2018-06-05,0,110,125,0.662788544,0,0
1RL5339,2018-06-15,0,135,150,0.770550343,0,0
1RL5339,2018-06-25,0,133.8888889,148.8888889,0.672476019,0,0
1RL5339,2018-07-05,22.471,135,150,0.617955191,3.40469696969697,494.362
1RL5339,2018-07-15,0,128.75,143.75,0.595267651,0,0
1RL5339,2018-07-25,0,131.5384615,146.5384615,0.644509032,0,0
1RL5339,2018-08-04,25.402,,,,3.84878787878788,558.844
1RL5339,2018-08-14,0,,,,0,0
1RL5339,2018-08-24,0,,,,0,0
1RL5339,2018-09-03,0,,,,0,0
1RL5339,2018-09-13,0,,,,0,0
1RL5339,2018-10-03,0,,,,0,0
1RL5339,2018-10-23,0,,,,0,0
1RL5339,2018-11-02,0,,,,0,0
1RL5339,2018-11-12,0,125.625,140.625,0.684356184,0,0
1RL5339,2018-11-22,0,114.1304348,129.1304348,0.687524557,0,0
1RL5339,2018-12-02,22.471,,,,3.40469696969697,494.362
1RL5339,2019-01-01,0,135,150,0.672303084,0,0
1RL5339,2019-01-21,0,135,150,0.681595397,0,0
1RL5339,2019-02-20,0,97.22222222,112.2222222,0.74607593,0,0
1RL5339,2019-03-02,6.839,132.75,147.75,0.591142246,1.03621212121212,150.458
1RL5339,2019-03-12,0,103.6363636,118.6363636,0.697930087,0,0
1RL5339,2019-04-11,0,116.6666667,131.6666667,0.710770939,0,0
1RL5339,2019-04-21,15.632,135,150,0.616974002,2.36848484848485,343.904
1RL5339,2019-05-01,10.747,,,,1.62833333333333,236.434
1RL5339,2019-05-11,0,97.22222222,112.2222222,0.674018086,0,0
1RL5339,2019-05-21,26.379,,,,3.99681818181818,580.338
1RL5339,2019-06-10,0,135,150,0.501772459,0,0
1RL5339,2019-06-20,0,111.6666667,126.6666667,0.699716881,0,0
1RL5339,2019-06-30,0,130,145,0.62162654,0,0
1RL5339,2019-07-20,0,130,145,0.582446854,0,0
1RL5339,2019-07-30,0,132.2222222,147.2222222,,0,0
1RL5339,2019-08-09,0.977,128.0769231,143.0769231,0.605711663,0.148030303030303,21.494
1RL5340,2016-12-22,0,,,,0,0
1RL5340,2017-01-01,0,131.6666667,146.6666667,0.4965312,0,0
1RL5340,2017-01-11,17.586,116.6666667,131.6666667,0.496192991,2.66454545454545,386.892
1RL5340,2017-02-10,0,128.8888889,143.8888889,0.4242922,0,0
1RL5340,2017-02-20,60.574,112.173913,127.173913,0.49302462,9.17787878787879,1332.628
1RL5340,2017-03-02,8.793,135,150,0.515689359,1.33227272727273,193.446
1RL5340,2017-03-12,0,121.2162162,136.2162162,0.592216131,0,0
1RL5340,2017-04-01,0,99.10714286,114.1071429,0.749932273,0,0
1RL5340,2017-04-11,0,100.4464286,115.4464286,0.703190402,0,0
1RL5340,2017-05-01,109.424,,,,16.5793939393939,2407.328
1RL5340,2017-05-11,0,91.875,106.875,0.744720003,0,0
1RL5340,2017-05-21,0,95.08928571,110.0892857,0.69778446,0,0
1RL5340,2017-05-31,0,100.3125,115.3125,0.674867704,0,0
1RL5340,2017-06-20,1.954,108.4090909,123.4090909,0.743093691,0.296060606060606,42.988
1RL5340,2017-07-10,107.47,,,,16.2833333333333,2364.34
1RL5340,2017-07-20,0,110.625,125.625,0.731906552,0,0
1RL5340,2017-07-30,0,131.3513514,146.3513514,0.709136688,0,0
1RL5340,2017-08-09,108.447,,,,16.4313636363636,2385.834
1RL5340,2017-08-19,0,,,,0,0
1RL5340,2017-09-08,0,,,,0,0
1RL5340,2017-09-18,0,135,150,0.678794319,0,0
1RL5340,2017-09-28,13.678,,,,2.07242424242424,300.916
1RL5340,2017-10-08,0,,,,0,0
1RL5340,2017-10-28,0,,,,0,0
1RL5340,2017-11-07,0,,,,0,0
1RL5340,2017-11-17,0,135,150,0.701011352,0,0
1RL5340,2017-11-27,39.08,135,150,0.553955557,5.92121212121212,859.76
1RL5340,2017-12-07,61.551,113.3333333,128.3333333,0.552753843,9.32590909090909,1354.122
1RL5340,2017-12-17,0,135,150,0.59544054,0,0
1RL5340,2017-12-27,14.655,,,,2.22045454545455,322.41
1RL5340,2018-01-06,0,133.9583333,148.9583333,0.560143738,0,0
1RL5340,2018-01-26,0,135,150,0.639313044,0,0
1RL5340,2018-02-15,0,124.2857143,139.2857143,0.699372703,0,0
1RL5340,2018-03-17,0,135,150,0.798916083,0,0
1RL5340,2018-04-16,31.264,135,150,0.602936324,4.7369696969697,687.808
1RL5340,2018-04-26,0,90.53571429,105.5357143,0.758977995,0,0
1RL5340,2018-05-06,102.585,135,150,0.585525109,15.5431818181818,2256.87
1RL5340,2018-05-26,0,112.6363636,127.6363636,0.629912681,0,0
1RL5340,2018-06-05,0,113.3035714,128.3035714,0.659431304,0,0
1RL5340,2018-06-15,37.126,135,150,0.699389292,5.62515151515152,816.772
1RL5340,2018-06-25,0,133.9285714,148.9285714,0.659039151,0,0
1RL5340,2018-07-05,0,135,150,0.690478925,0,0
1RL5340,2018-07-15,109.424,,,,16.5793939393939,2407.328
1RL5340,2018-07-25,0,120,135,0.607566921,0,0
1RL5340,2018-08-04,0.977,,,,0.148030303030303,21.494
1RL5340,2018-08-14,0,,,,0,0
1RL5340,2018-08-24,0,,,,0,0
1RL5340,2018-09-03,0,,,,0,0
1RL5340,2018-09-13,0,,,,0,0
1RL5340,2018-10-03,0,,,,0,0
1RL5340,2018-10-23,0,,,,0,0
1RL5340,2018-11-02,0,,,,0,0
1RL5340,2018-11-12,0,,,,0,0
1RL5340,2018-11-22,0,,,,0,0
1RL5340,2018-12-02,0,,,,0,0
1RL5340,2019-01-01,0,135,150,0.587074419,0,0
1RL5340,2019-01-21,0,135,150,0.632745796,0,0
1RL5340,2019-02-20,24.425,108.6206897,123.6206897,0.692715687,3.70075757575758,537.35
1RL5340,2019-03-02,0,120.4017857,135.4017857,0.599955703,0,0
1RL5340,2019-03-12,8.793,106.1650485,121.1650485,0.675604913,1.33227272727273,193.446
1RL5340,2019-04-11,0,129.1071429,144.1071429,0.676152851,0,0
1RL5340,2019-04-21,0,135,150,0.612861354,0,0
1RL5340,2019-05-01,109.424,,,,16.5793939393939,2407.328
1RL5340,2019-05-11,0,103.5267857,118.5267857,0.670306019,0,0
1RL5340,2019-05-21,87.93,135,150,0.536519651,13.3227272727273,1934.46
1RL5340,2019-06-10,0,135,150,0.488569084,0,0
1RL5340,2019-06-20,0,122.6213592,137.6213592,0.659881849,0,0
1RL5340,2019-06-30,0.977,131.6176471,146.6176471,0.606716666,0.148030303030303,21.494
1RL5340,2019-07-20,30.287,132.4647887,147.4647887,0.545164257,4.58893939393939,666.314
1RL5340,2019-07-30,0,133.5810811,148.5810811,,0,0
1RL5340,2019-08-09,22.471,132.9411765,147.9411765,0.548124717,3.40469696969697,494.362
1RP720176,2016-12-22,0,134.1294643,149.1294643,0.64715988,0,0
1RP720176,2017-01-01,0,111.0507968,126.0507968,0.675915372,0,0
1RP720176,2017-01-11,440.627,125.0994575,140.0994575,0.704313215,66.7616666666667,9693.794
1RP720176,2017-02-10,0,92.34086242,107.3408624,0.682073641,0,0
1RP720176,2017-02-20,30.287,103.0911983,118.0911983,0.684241843,4.58893939393939,666.314
1RP720176,2017-03-02,284.307,115.0766871,130.0766871,0.66492072,43.0768181818182,6254.754
1RP720176,2017-03-12,196.377,117.405765,132.405765,0.642282183,29.7540909090909,4320.294
1RP720176,2017-04-01,0,110.3089888,125.3089888,0.715536954,0,0
1RP720176,2017-04-11,26.379,109.0291971,124.0291971,0.692694411,3.99681818181818,580.338
1RP720176,2017-05-01,373.214,135,150,0.434166496,56.5475757575758,8210.708
1RP720176,2017-05-11,0,100.3880157,115.3880157,0.674146891,0,0
1RP720176,2017-05-21,0,130.2761628,145.2761628,0.687062437,0,0
1RP720176,2017-05-31,337.065,99.69432314,114.6943231,0.657618489,51.0704545454546,7415.43
1RP720176,2017-06-20,6.839,106.2794118,121.2794118,0.730416281,1.03621212121212,150.458
1RP720176,2017-07-10,38.103,119.0171607,134.0171607,0.608598869,5.77318181818182,838.266
1RP720176,2017-07-20,66.436,115.2094241,130.2094241,0.686581243,10.0660606060606,1461.592
1RP720176,2017-07-30,520.741,135,150,0.609789313,78.9001515151515,11456.302
1RP720176,2017-08-09,0,130.0945946,145.0945946,0.607126412,0,0
1RP720176,2017-08-19,139.711,134.5374449,149.5374449,0.638248302,21.1683333333333,3073.642
1RP720176,2017-09-08,194.423,135,150,0.615232292,29.4580303030303,4277.306
1RP720176,2017-09-18,0,135,150,0.698198646,0,0
1RP720176,2017-09-28,155.343,,,,23.5368181818182,3417.546
1RP720176,2017-10-08,0,,,,0,0
1RP720176,2017-10-28,0,,,,0,0
1RP720176,2017-11-07,0,,,,0,0
1RP720176,2017-11-17,0,135,150,0.720776891,0,0
